date,venue_code,venue_name,race_number,finish_position,boat_number,racer_id,racer_name,exhibition_time,start_timing,race_time
2024-02-01,,,7,4,5,4448,青　木　　玄　太,6.76,0.21,1.53.1
2024-02-01,,,7,4,4,4660,宇田川　　信　一,6.83,0.23,
2024-02-01,,,7,3,6,5320,岩　崎　　麗　子,6.78,0.18,
2024-02-01,,,8,1,2,4828,松　山　　将　吾,6.84,0.17,1.49.2
2024-02-01,,,8,2,1,4037,別　府　　正　幸,6.8,0.19,1.50.0
2024-02-01,,,8,4,3,4945,上　村　　宏　太,6.71,0.18,1.51.1
2024-02-01,,,8,3,6,4290,稲　田　　浩　二,6.79,0.14,1.51.9
2024-02-01,,,8,4,4,4845,前　田　　紗　希,6.85,0.21,
2024-02-01,,,8,4,5,5130,上　野　　拓　馬,6.86,0.23,
2024-02-01,,,9,3,4,4066,東　本　　勝　利,6.76,0.14,1.49.1
2024-02-01,,,9,2,5,4281,大　澤　　大　夢,6.8,0.12,1.50.9
2024-02-01,,,9,1,1,3826,村　田　　修　次,6.71,0.17,1.52.4
2024-02-01,,,9,4,6,3175,渡　辺　　千　草,6.81,0.14,1.53.2
2024-02-01,,,9,4,3,4086,寺　本　　重　宣,6.84,0.17,
2024-02-01,,,9,4,2,4987,島　倉　　　　都,6.77,0.41,
2024-02-01,,,10,4,1,4794,和　田　　拓　也,6.72,0.16,1.48.5
2024-02-01,,,10,3,3,5066,鈴　木　　孝　明,6.73,0.13,1.49.9
2024-02-01,,,10,4,4,4813,宮　内　　直　哉,6.71,0.19,1.51.4
2024-02-01,,,10,1,2,4664,東　口　　　　晃,6.68,0.17,1.51.8
2024-02-01,,,10,2,5,4209,藤　田　　竜　弘,6.67,0.18,
2024-02-01,,,10,4,6,3693,栢　場　　優　子,6.75,0.21,
2024-02-01,,,11,4,5,3995,重　野　　哲　之,6.78,0.04,1.48.4
2024-02-01,,,11,1,1,4608,荒　井　　翔　伍,6.76,0.09,1.50.2
2024-02-01,,,11,4,3,4457,神　田　　達　也,6.77,0.12,1.51.7
2024-02-01,,,11,4,6,4692,酒　井　　俊　弘,6.66,0.0,1.52.9
2024-02-01,,,11,3,4,4152,深　水　　慎一郎,6.87,0.11,
2024-02-01,,,11,2,2,4843,深　尾　　巴　恵,6.71,0.12,
2024-02-01,,,12,1,1,4448,青　木　　玄　太,6.72,0.12,1.47.6
2024-02-01,,,12,3,4,3624,大　石　　和　彦,6.73,0.12,1.49.8
2024-02-01,,,12,4,3,5045,平　川　　香　織,6.76,0.18,1.51.1
2024-02-01,,,12,4,2,4945,上　村　　宏　太,6.7,0.15,1.52.2
2024-02-01,,,12,4,6,4754,松　尾　　　　充,6.81,0.09,
2024-02-01,,,12,2,5,4083,福　島　　勇　樹,6.78,0.09,
2024-02-01,,,1,2,4,4054,福　嶋　　智　之,6.96,0.19,1.53.6
2024-02-01,,,1,3,2,4846,佐　藤　　駿　介,7.01,0.19,1.54.5
2024-02-01,,,1,4,3,4410,井　上　　大　輔,7.06,0.19,1.55.0
2024-02-01,,,1,4,6,5300,横　田　　海　人,7.08,0.16,
2024-02-01,,,1,4,5,5225,斎　藤　　　　凜,6.93,0.14,
2024-02-01,,,2,1,1,3748,小　黒　　竜　吾,6.86,0.12,1.51.7
2024-02-01,,,2,2,2,4898,菊　地　　敬　介,6.91,0.13,1.53.9
2024-02-01,,,2,3,3,3436,柏　野　　幸　二,6.96,0.14,1.55.2
2024-02-01,,,2,4,5,5120,山　本　　稔太朗,6.98,0.22,1.56.0
2024-02-01,,,2,4,4,4251,川　崎　　誠　志,6.91,0.25,
2024-02-01,,,3,1,2,4635,峰　重　　力　也,6.98,0.16,1.51.4
2024-02-01,,,3,2,1,3664,鈴　木　　賢　一,6.94,0.14,1.53.3
2024-02-01,,,3,3,3,4700,金　子　　和　之,6.94,0.25,1.53.9
2024-02-01,,,3,4,6,3882,新　田　　智　彰,7.07,0.21,
2024-02-01,,,3,4,4,5206,梅　原　　祥　平,6.97,0.17,
2024-02-01,,,4,1,6,4109,谷　津　　幸　宏,7.03,0.19,1.51.5
2024-02-01,,,4,2,2,3445,加　藤　　高　史,6.96,0.23,1.53.8
2024-02-01,,,4,3,4,4917,岩　橋　　裕　馬,6.98,0.3,1.54.6
2024-02-01,,,4,4,1,3305,小　野　　信　樹,6.85,0.2,1.55.7
2024-02-01,,,4,4,3,3434,松　尾　　宣　邦,7.04,0.25,
2024-02-01,,,5,1,1,4150,山　田　　雄　太,6.89,0.15,1.50.9
2024-02-01,,,5,2,4,4826,井　上　　一　輝,6.86,0.18,1.52.5
2024-02-01,,,5,3,6,4179,広　次　　　　修,7.07,0.21,1.54.5
2024-02-01,,,5,4,5,3546,中　里　　昌　志,6.96,0.17,
2024-02-01,,,5,4,2,5225,斎　藤　　　　凜,6.9,0.24,
2024-02-01,,,6,1,3,4640,山ノ内　　雅　人,6.88,0.11,1.51.7
2024-02-01,,,6,2,1,4054,福　嶋　　智　之,6.93,0.12,1.52.4
2024-02-01,,,6,3,5,4505,島　田　　賢　人,6.99,0.11,1.54.1
2024-02-01,,,6,4,2,3748,小　黒　　竜　吾,6.85,0.09,1.55.1
2024-02-01,,,6,4,4,4567,上　村　　慎太郎,6.84,0.16,
2024-02-01,,,7,3,6,4898,菊　地　　敬　介,7.0,0.08,1.55.6
2024-02-01,,,7,4,4,5181,森　　　　智　哉,6.93,0.17,1.56.7
2024-02-01,,,7,4,5,5300,横　田　　海　人,6.99,0.14,
2024-02-01,,,8,1,2,4488,小　山　　　　勉,7.01,0.11,1.52.5
2024-02-01,,,8,2,1,3434,松　尾　　宣　邦,7.21,0.17,1.54.2
2024-02-01,,,8,4,3,4846,佐　藤　　駿　介,7.29,0.11,1.57.1
2024-02-01,,,9,1,1,4809,外　崎　　　　悟,6.91,0.17,1.15.1
2024-02-01,,,9,2,5,4150,山　田　　雄　太,7.03,0.13,1.15.8
2024-02-01,,,9,3,4,5120,山　本　　稔太朗,7.0,0.07,1.16.6
2024-02-01,,,9,4,6,4324,海　野　　康志郎,6.95,0.11,
2024-02-01,,,9,4,3,5206,梅　原　　祥　平,6.85,0.15,
2024-02-01,,,10,1,2,4505,島　田　　賢　人,7.02,0.17,1.14.6
2024-02-01,,,10,2,5,3327,野長瀬　　正　孝,7.03,0.23,1.16.0
2024-02-01,,,10,4,1,3436,柏　野　　幸　二,6.96,0.2,1.18.5
2024-02-01,,,10,4,4,3381,滝　沢　　芳　行,6.99,0.23,
2024-02-01,,,10,4,6,4410,井　上　　大　輔,7.17,0.2,
2024-02-01,,,11,1,1,4700,金　子　　和　之,6.93,0.08,1.12.9
2024-02-01,,,11,2,2,4640,山ノ内　　雅　人,7.04,0.09,1.14.2
2024-02-01,,,11,3,4,4674,池　田　　剛　規,6.99,0.11,1.14.9
2024-02-01,,,11,4,6,3780,魚　谷　　智　之,7.05,0.09,1.15.7
2024-02-01,,,11,4,5,4109,谷　津　　幸　宏,6.96,0.14,
2024-02-01,,,11,4,3,4179,広　次　　　　修,6.95,0.08,
2024-02-01,,,12,1,1,4826,井　上　　一　輝,6.93,0.08,1.13.4
2024-02-01,,,12,2,5,3445,加　藤　　高　史,7.04,0.06,1.14.1
2024-02-01,,,12,4,3,3882,新　田　　智　彰,6.99,0.14,1.16.2
2024-03-01,24,大村,1,4,1,4855,江　頭　　賢　太,7.0,0.06,1.49.8
2024-03-01,24,大村,1,1,2,5107,松　本　　真　広,6.92,0.11,1.51.7
2024-03-01,24,大村,1,2,4,3981,今　坂　　晃　広,7.0,0.18,1.52.6
2024-03-01,24,大村,1,4,5,3631,田　添　　康　介,6.91,0.15,1.56.9
2024-03-01,24,大村,1,4,6,5309,森　　　　雄　利,6.94,0.13,
2024-03-01,24,大村,1,3,3,4176,樋　口　　喜　彦,6.94,0.11,
2024-03-01,24,大村,2,4,3,4263,武　重　　雄　介,6.96,0.28,1.50.6
2024-03-01,24,大村,2,1,1,3536,一　色　　雅　昭,6.97,0.14,1.51.3
2024-03-01,24,大村,2,3,2,3964,宮　地　　博　士,6.96,0.19,1.53.0
2024-03-01,24,大村,2,2,4,3282,池　本　　輝　明,6.95,0.21,1.54.3
2024-03-01,24,大村,2,4,6,5311,小　林　　京　平,6.91,0.21,
2024-03-01,24,大村,2,4,5,4051,清　水　　敦　揮,6.98,0.18,
2024-03-01,24,大村,3,2,2,4557,松　尾　　光　広,7.03,0.19,1.50.4
2024-03-01,24,大村,3,1,1,4355,小　川　　広　大,7.0,0.07,1.52.8
2024-03-01,24,大村,3,4,3,4096,石　橋　　道　友,6.94,0.16,1.53.2
2024-03-01,24,大村,3,4,4,3853,岩　崎　　正　哉,7.01,0.16,1.53.8
2024-03-01,24,大村,3,4,6,4695,尾　崎　　雄　二,6.99,0.21,
2024-03-01,24,大村,3,3,5,4453,永　田　　郁　弥,6.99,0.17,
2024-03-01,24,大村,4,1,1,3878,胡　本　　悟　志,6.91,0.17,1.48.7
2024-03-01,24,大村,4,4,4,4635,峰　重　　力　也,6.92,0.14,1.50.9
2024-03-01,24,大村,4,3,5,4364,池　永　　　　太,6.94,0.17,1.52.4
2024-03-01,24,大村,4,4,6,4811,向井田　　佑　紀,6.89,0.18,1.52.6
2024-03-01,24,大村,4,4,2,3564,桑　原　　　　啓,6.88,0.16,
2024-03-01,24,大村,4,2,3,4380,鈴　木　　峻　佑,6.91,0.34,
2024-03-01,24,大村,5,4,3,3796,長　野　　道　臣,6.86,0.19,1.49.3
2024-03-01,24,大村,5,4,6,4237,大　峯　　　　豊,6.95,0.33,1.51.3
2024-03-01,24,大村,5,4,2,3981,今　坂　　晃　広,6.94,0.22,1.52.8
2024-03-01,24,大村,5,1,4,5152,丸　山　　祐　也,7.04,0.19,1.53.7
2024-03-01,24,大村,5,3,5,4031,飯　島　　　　誠,6.97,0.2,
2024-03-01,24,大村,5,2,1,4729,佐　藤　　謙史朗,6.86,0.41,
2024-03-01,24,大村,6,3,3,3273,石　田　　　　豪,6.93,0.29,1.49.7
2024-03-01,24,大村,6,1,2,4403,木　下　　大　將,6.91,0.27,1.51.3
2024-03-01,24,大村,6,4,6,4193,郷　原　　章　平,6.84,0.25,1.51.9
2024-03-01,24,大村,6,4,4,4176,樋　口　　喜　彦,6.92,0.26,1.53.1
2024-03-01,24,大村,6,2,1,4681,太　田　　　　潮,6.91,0.27,
2024-03-01,24,大村,6,4,5,5311,小　林　　京　平,6.89,0.23,
2024-03-01,24,大村,7,1,1,3872,岡　田　　憲　行,7.07,0.24,1.49.5
2024-03-01,24,大村,7,3,4,3702,貞　兼　　淳　二,6.85,0.26,1.51.1
2024-03-01,24,大村,7,4,6,4650,中　山　　雄　太,6.83,0.28,1.52.5
2024-03-01,24,大村,7,4,5,3536,一　色　　雅　昭,6.96,0.27,1.53.0
2024-03-01,24,大村,7,2,2,5147,田　中　　勇　輔,6.99,0.28,
2024-03-01,24,大村,7,4,3,4355,小　川　　広　大,6.92,0.38,
2024-03-01,24,大村,8,4,3,3070,山　室　　展　弘,6.85,0.03,1.48.6
2024-03-01,24,大村,8,4,1,3853,岩　崎　　正　哉,6.91,0.09,1.51.0
2024-03-01,24,大村,8,4,6,4570,前　田　　聖　文,6.85,0.14,1.52.2
2024-03-01,24,大村,8,2,4,4903,吉　田　　凌太朗,6.92,0.13,1.53.5
2024-03-01,24,大村,8,3,5,5107,松　本　　真　広,6.91,0.14,
2024-03-01,24,大村,8,1,2,3282,池　本　　輝　明,6.92,0.11,
2024-03-01,24,大村,9,4,3,5152,丸　山　　祐　也,6.96,0.17,1.49.9
2024-03-01,24,大村,9,2,1,4122,安　東　　幸　治,6.96,0.22,1.51.1
2024-03-01,24,大村,9,3,5,4967,中　村　　魁　生,6.86,0.19,1.52.6
2024-03-01,24,大村,9,4,4,4855,江　頭　　賢　太,6.98,0.13,1.53.3
2024-03-01,24,大村,9,1,2,3612,馬　袋　　義　則,7.02,0.19,
2024-03-01,24,大村,9,4,6,4363,大　野　　芳　顕,6.89,0.29,
2024-03-01,24,大村,10,4,5,4485,楠　原　　正　剛,6.89,0.06,1.49.7
2024-03-01,24,大村,10,1,1,3550,都　築　　正　治,6.92,0.14,1.50.8
2024-03-01,24,大村,10,2,2,4193,郷　原　　章　平,6.9,0.19,1.51.9
2024-03-01,24,大村,10,3,4,3372,加　藤　　雅　之,6.93,0.12,1.52.9
2024-03-01,24,大村,10,4,6,3564,桑　原　　　　啓,6.86,0.12,
2024-03-01,24,大村,10,4,3,4564,山　本　　景士郎,6.94,0.23,
2024-03-01,24,大村,11,4,1,4364,池　永　　　　太,6.91,0.11,1.49.2
2024-03-01,24,大村,11,2,2,4051,清　水　　敦　揮,6.98,0.11,1.50.0
2024-03-01,24,大村,11,4,3,3872,岡　田　　憲　行,6.96,0.11,1.51.1
2024-03-01,24,大村,11,3,6,3796,長　野　　道　臣,6.81,0.16,1.52.3
2024-03-01,24,大村,11,4,5,3273,石　田　　　　豪,6.93,0.13,
2024-03-01,24,大村,11,1,4,4695,尾　崎　　雄　二,6.88,0.14,
2024-03-01,24,大村,12,1,1,4096,石　橋　　道　友,6.78,0.23,1.48.7
2024-03-01,24,大村,12,4,2,3702,貞　兼　　淳　二,6.82,0.24,1.49.8
2024-03-01,24,大村,12,4,3,4031,飯　島　　　　誠,6.88,0.28,1.51.6
2024-03-01,24,大村,12,3,4,4380,鈴　木　　峻　佑,6.87,0.29,1.53.1
2024-03-01,24,大村,12,4,6,4903,吉　田　　凌太朗,6.92,0.33,
2024-03-01,24,大村,12,2,5,4263,武　重　　雄　介,6.93,0.31,
2024-03-01,24,大村,1,1,2,4207,松　下　　一　也,6.67,0.08,1.48.5
2024-03-01,24,大村,1,4,1,3772,一　柳　　和　孝,6.76,0.1,1.49.7
2024-03-01,24,大村,1,4,5,4943,八　木　　治　樹,6.65,0.16,1.52.1
2024-03-01,24,大村,1,3,3,3176,長谷川　　　　巌,6.75,0.13,1.53.0
2024-03-01,24,大村,1,2,4,4871,菊　池　　宏　志,6.73,0.16,1.54.6
2024-03-01,24,大村,1,4,6,5237,永　松　　良　教,6.71,0.18,1.56.6
2024-03-01,24,大村,2,2,4,5031,渡　辺　　空　依,6.73,0.09,1.48.6
2024-03-01,24,大村,2,3,2,4718,北　川　　太　一,6.69,0.08,1.49.6
2024-03-01,24,大村,2,4,6,4251,川　崎　　誠　志,6.81,0.11,1.52.7
2024-03-01,24,大村,2,4,5,4567,上　村　　慎太郎,6.73,0.14,1.54.0
2024-03-01,24,大村,2,4,3,3224,栗　山　　繁　洋,6.83,0.08,1.55.5
2024-03-01,24,大村,2,1,1,5002,上　田　　健　太,6.75,0.07,1.56.6
2024-03-01,24,大村,3,1,1,4287,今　井　　貴　士,6.73,0.16,1.48.9
2024-03-01,24,大村,3,2,2,4035,杉　江　　浩　明,6.74,0.24,1.50.0
2024-03-01,24,大村,3,4,3,4581,吉　村　　　　誠,6.69,0.2,1.50.6
2024-03-01,24,大村,3,4,4,4946,船　越　　健　吾,6.69,0.2,1.52.5
2024-03-01,24,大村,3,3,5,4896,花　本　　　　剛,6.73,0.25,1.52.7
2024-03-01,24,大村,3,4,6,3989,熊　本　　英　一,6.72,0.31,1.55.1
2024-03-01,24,大村,4,3,5,5037,田　頭　　虎　親,6.74,0.13,1.48.6
2024-03-01,24,大村,4,1,1,4817,渡　邉　　　　翼,6.67,0.12,1.50.0
2024-03-01,24,大村,4,4,6,4179,広　次　　　　修,6.64,0.14,1.51.9
2024-03-01,24,大村,4,2,3,4131,原　　　　豊　土,6.69,0.17,1.53.5
2024-03-01,24,大村,4,4,4,4234,野　相　　弘　司,6.72,0.17,1.55.1
2024-03-01,24,大村,4,4,2,3327,野長瀬　　正　孝,6.73,0.21,1.56.9
2024-03-01,24,大村,5,2,1,4943,八　木　　治　樹,6.61,0.12,1.48.5
2024-03-01,24,大村,5,4,2,4112,大久保　　信一郎,6.74,0.14,1.49.4
2024-03-01,24,大村,5,1,4,4457,神　田　　達　也,6.8,0.14,1.51.6
2024-03-01,24,大村,5,4,3,3350,藤　本　　佳　史,6.8,0.12,1.52.6
2024-03-01,24,大村,5,4,6,4264,長　尾　　章　平,6.71,0.12,1.54.3
2024-03-01,24,大村,5,3,5,4669,井　上　　　　茂,6.76,0.17,1.56.0
2024-03-01,24,大村,6,2,1,5031,渡　辺　　空　依,6.62,0.13,1.48.8
2024-03-01,24,大村,6,3,3,5043,中　村　　日　向,6.68,0.12,1.50.1
2024-03-01,24,大村,6,4,4,5237,永　松　　良　教,6.7,0.17,1.51.9
2024-03-01,24,大村,6,4,5,4518,大須賀　　　　友,6.65,0.18,1.54.2
2024-03-01,24,大村,6,4,6,3726,桂　林　　　　寛,6.73,0.09,1.55.7
2024-03-01,24,大村,6,1,2,4614,石　倉　　洋　行,6.63,0.13,1.57.0
2024-03-01,24,大村,7,3,4,4535,北　山　　康　介,6.73,0.1,1.49.0
2024-03-01,24,大村,7,4,5,4451,松　崎　　祐太郎,6.72,0.1,1.49.9
2024-03-01,24,大村,7,2,2,3741,松　尾　　基　成,6.66,0.15,1.51.2
2024-03-01,24,大村,7,4,3,5002,上　田　　健　太,6.74,0.11,1.52.5
2024-03-01,24,大村,7,4,6,5308,藤　森　　拓　海,6.68,0.1,1.53.9
2024-03-01,24,大村,7,1,1,4871,菊　池　　宏　志,6.6,0.17,1.54.4
2024-03-01,24,大村,8,4,3,4817,渡　邉　　　　翼,6.65,0.04,1.48.6
2024-03-01,24,大村,8,4,1,4567,上　村　　慎太郎,6.6,0.03,1.50.2
2024-03-01,24,大村,8,4,6,4079,出　畑　　孝　典,6.71,0.09,1.50.9
2024-03-01,24,大村,8,1,2,3589,西　村　　　　勝,6.71,0.08,1.52.8
2024-03-01,24,大村,8,3,5,3809,吉　田　　　　光,6.77,0.07,1.53.2
2024-03-01,24,大村,8,2,4,3176,長谷川　　　　巌,6.73,0.07,1.55.9
2024-03-01,24,大村,9,3,5,4207,松　下　　一　也,6.68,0.07,1.49.4
2024-03-01,24,大村,9,4,6,4581,吉　村　　　　誠,6.65,0.08,1.50.6
2024-03-01,24,大村,9,1,2,4234,野　相　　弘　司,6.66,0.2,1.52.3
2024-03-01,24,大村,9,2,1,4457,神　田　　達　也,6.66,0.21,1.53.1
2024-03-01,24,大村,9,4,3,4395,下　河　　雅　史,6.69,0.18,1.54.6
2024-03-01,24,大村,9,4,4,3385,渡　邉　　睦　広,6.7,0.26,1.56.4
2024-03-01,24,大村,10,1,1,4518,大須賀　　　　友,6.53,0.11,1.48.7
2024-03-01,24,大村,10,4,3,4336,松　田　　竜　馬,6.59,0.09,1.49.5
2024-03-01,24,大村,10,3,4,5037,田　頭　　虎　親,6.6,0.2,1.51.1
2024-03-01,24,大村,10,2,2,4264,長　尾　　章　平,6.67,0.13,1.51.1
2024-03-01,24,大村,10,4,6,4406,幸　野　　史　明,6.64,0.23,1.52.7
2024-03-01,24,大村,10,4,5,3772,一　柳　　和　孝,6.62,0.24,1.53.0
2024-03-01,24,大村,11,4,1,4451,松　崎　　祐太郎,6.66,0.24,1.48.3
2024-03-01,24,大村,11,4,5,4614,石　倉　　洋　行,6.68,0.14,1.49.6
2024-03-01,24,大村,11,2,2,3350,藤　本　　佳　史,6.61,0.21,1.51.1
2024-03-01,24,大村,11,1,4,4718,北　川　　太　一,6.59,0.16,1.52.2
2024-03-01,24,大村,11,4,3,3327,野長瀬　　正　孝,6.65,0.19,1.52.3
2024-03-01,24,大村,11,3,6,4035,杉　江　　浩　明,6.7,0.18,1.54.8
2024-03-01,24,大村,12,1,1,4535,北　山　　康　介,6.69,0.14,1.48.4
2024-03-01,24,大村,12,2,5,4112,大久保　　信一郎,6.65,0.2,1.49.7
2024-03-01,24,大村,12,4,3,4287,今　井　　貴　士,6.7,0.15,1.51.8
2024-03-01,24,大村,12,4,6,4131,原　　　　豊　土,6.68,0.16,1.52.8
2024-03-01,24,大村,12,4,2,5043,中　村　　日　向,6.66,0.16,1.52.8
2024-03-01,24,大村,12,3,4,3589,西　村　　　　勝,6.72,0.19,1.56.2
2024-03-01,24,大村,1,4,1,4434,田　中　　辰　彦,6.89,0.09,1.50.6
2024-03-01,24,大村,1,1,2,4293,鈴　木　　智　啓,7.01,0.13,1.52.6
2024-03-01,24,大村,1,3,3,3906,飯　山　　晃　三,6.94,0.09,1.55.3
2024-03-01,24,大村,1,2,4,3797,岩　井　　　　繁,7.0,0.11,1.56.1
2024-03-01,24,大村,1,4,6,5239,上　野　　俊　樹,6.93,0.03,
2024-03-01,24,大村,1,4,5,3831,安　藤　　裕　貴,6.95,0.08,
2024-03-01,24,大村,2,3,2,3660,長谷川　　親　王,6.87,0.23,1.52.2
2024-03-01,24,大村,2,4,3,4159,向　後　　龍　一,6.89,0.22,1.53.1
2024-03-01,24,大村,2,4,6,4424,松　尾　　昂　明,6.79,0.18,1.54.0
2024-03-01,24,大村,2,4,5,4584,村　岡　　賢　人,6.9,0.17,1.54.2
2024-03-01,24,大村,2,2,4,3757,畑　　　　和　宏,6.92,0.19,
2024-03-01,24,大村,2,1,1,3690,河　合　　三　弘,6.97,0.33,
2024-03-01,24,大村,3,4,3,4256,渡　辺　　浩　司,6.81,0.08,1.52.1
2024-03-01,24,大村,3,4,4,4735,角　山　　雄　哉,6.96,0.11,1.53.5
2024-03-01,24,大村,3,4,6,3699,富　永　　正　人,6.93,0.12,1.54.9
2024-03-01,24,大村,3,1,1,3974,深　山　　祐　二,6.99,0.09,1.55.3
2024-03-01,24,大村,3,3,5,4562,阪　本　　勇　介,6.83,0.16,
2024-03-01,24,大村,3,2,2,4201,佐　竹　　友　樹,6.95,0.11,
2024-03-01,24,大村,4,4,2,3075,中　村　　裕　将,6.97,0.14,1.52.1
2024-03-01,24,大村,4,1,1,4607,鶴　田　　勇　雄,6.85,0.09,1.52.9
2024-03-01,24,大村,4,2,3,3436,柏　野　　幸　二,6.92,0.09,1.55.3
2024-03-01,24,大村,4,4,6,3708,岡　部　　貴　司,6.97,0.13,1.56.6
2024-03-01,24,大村,4,4,4,3880,浅　見　　宗　孝,6.95,0.28,
2024-03-01,24,大村,4,3,5,4020,川　上　　清　人,6.94,0.24,
2024-03-01,24,大村,5,2,1,3915,繁野谷　　圭　介,6.94,0.15,1.51.1
2024-03-01,24,大村,5,4,3,4513,河　野　　真　也,6.89,0.15,1.52.6
2024-03-01,24,大村,5,4,2,4731,間　野　　兼　礼,6.93,0.16,1.53.7
2024-03-01,24,大村,5,3,5,3977,山　本　　兼　士,6.98,0.21,1.55.5
2024-03-01,24,大村,5,4,6,4175,川　尻　　泰　輔,6.98,0.15,
2024-03-01,24,大村,5,1,4,5239,上　野　　俊　樹,6.98,0.17,
2024-03-01,24,大村,6,4,5,4666,日　笠　　勝　弘,6.9,0.09,2.00.2
2024-03-01,24,大村,6,4,6,4000,松　本　　博　昭,6.95,0.11,2.01.9
2024-03-01,24,大村,6,1,2,4661,中　島　　昂　章,6.86,0.19,2.05.1
2024-03-01,24,大村,6,3,3,3797,岩　井　　　　繁,6.98,0.28,2.09.6
2024-03-01,24,大村,6,4,4,3251,平　石　　和　男,7.01,0.23,
2024-03-01,24,大村,7,3,4,3876,中　辻　　崇　人,6.78,0.12,1.50.6
2024-03-01,24,大村,7,2,2,4652,酒　見　　峻　介,6.85,0.28,1.52.9
2024-03-01,24,大村,7,4,5,4458,抹　香　　雄　三,6.93,0.17,1.53.9
2024-03-01,24,大村,7,4,3,3699,富　永　　正　人,6.91,0.37,1.54.3
2024-03-01,24,大村,7,1,1,3773,津　留　　浩一郎,6.88,0.25,
2024-03-01,24,大村,7,4,6,3906,飯　山　　晃　三,6.94,0.19,
2024-03-01,24,大村,8,4,1,3075,中　村　　裕　将,6.93,0.13,1.52.0
2024-03-01,24,大村,8,1,2,4543,重　木　　輝　彦,6.89,0.14,1.52.7
2024-03-01,24,大村,8,2,4,3660,長谷川　　親　王,6.87,0.14,1.54.8
2024-03-01,24,大村,8,3,5,5138,村　本　　大　成,6.97,0.17,1.55.8
2024-03-01,24,大村,8,4,3,3974,深　山　　祐　二,6.97,0.13,
2024-03-01,24,大村,8,4,6,5337,出　畑　　孝　成,6.88,0.26,
2024-03-01,24,大村,9,2,1,3436,柏　野　　幸　二,6.9,0.05,1.51.3
2024-03-01,24,大村,9,1,2,4735,角　山　　雄　哉,6.94,0.19,1.52.6
2024-03-01,24,大村,9,4,3,4424,松　尾　　昂　明,6.81,0.13,1.53.1
2024-03-01,24,大村,9,4,6,4027,松　江　　秀　徳,6.92,0.16,1.53.9
2024-03-01,24,大村,9,3,5,3578,塩　田　　雄　一,6.96,0.14,
2024-03-01,24,大村,9,4,4,4175,川　尻　　泰　輔,6.95,0.15,
2024-03-01,24,大村,10,1,1,4413,水　摩　　　　敦,6.84,0.11,1.50.3
2024-03-01,24,大村,10,4,5,4513,河　野　　真　也,6.88,0.32,1.52.3
2024-03-01,24,大村,10,4,3,4562,阪　本　　勇　介,6.84,0.21,1.52.5
2024-03-01,24,大村,10,3,4,3690,河　合　　三　弘,7.03,0.36,1.53.0
2024-03-01,24,大村,10,2,2,3708,岡　部　　貴　司,6.95,0.16,
2024-03-01,24,大村,10,4,6,3251,平　石　　和　男,6.99,0.32,
2024-03-01,24,大村,11,2,2,3977,山　本　　兼　士,6.98,0.01,1.50.5
2024-03-01,24,大村,11,1,4,4000,松　本　　博　昭,6.88,0.06,1.52.0
2024-03-01,24,大村,11,3,6,4652,酒　見　　峻　介,6.86,0.13,1.53.3
2024-03-01,24,大村,11,4,5,4201,佐　竹　　友　樹,6.98,0.1,1.53.4
2024-03-01,24,大村,12,1,1,4256,渡　辺　　浩　司,6.84,0.11,1.49.4
2024-03-01,24,大村,12,4,3,4584,村　岡　　賢　人,6.84,0.11,1.49.6
2024-03-01,24,大村,12,4,2,3876,中　辻　　崇　人,6.81,0.08,1.51.7
2024-03-01,24,大村,12,2,5,4434,田　中　　辰　彦,6.89,0.18,1.52.9
2024-03-01,24,大村,12,3,4,3915,繁野谷　　圭　介,6.87,0.16,
2024-03-01,24,大村,12,4,6,4543,重　木　　輝　彦,6.88,0.28,
2024-03-01,24,大村,1,4,1,4464,山　下　　友　貴,6.83,0.18,1.49.5
2024-03-01,24,大村,1,3,3,4905,土　井　　祥　伍,6.84,0.17,1.50.5
2024-03-01,24,大村,1,4,6,4880,澤　崎　　雄　哉,6.94,0.11,
2024-03-01,24,大村,2,1,1,3892,草　場　　康　幸,6.84,0.22,1.48.7
2024-03-01,24,大村,2,4,3,4466,南　　　　佑　典,6.87,0.17,1.50.3
2024-03-01,24,大村,2,4,6,4274,長　畑　　友　輔,6.97,0.17,1.52.0
2024-03-01,24,大村,2,3,2,4340,土　性　　雅　也,6.89,0.19,1.53.4
2024-03-01,24,大村,2,4,5,4866,橋　本　　英　一,6.9,0.19,
2024-03-01,24,大村,2,2,4,4980,佐々木　　完　太,6.93,0.15,
2024-03-01,24,大村,3,1,1,3771,折　下　　寛　法,6.86,0.05,1.48.9
2024-03-01,24,大村,3,4,3,4433,川　野　　芽　唯,6.84,0.13,1.49.9
2024-03-01,24,大村,3,3,5,4583,古　田　　祐　貴,6.76,0.05,1.51.4
2024-03-01,24,大村,3,2,2,4213,重　富　　伸　也,6.85,0.23,1.53.1
2024-03-01,24,大村,3,4,4,5060,数　原　　　　魁,6.8,0.08,
2024-03-01,24,大村,3,4,6,4676,後　藤　　隼　之,6.89,0.11,
2024-03-01,24,大村,4,1,1,4184,渡　邊　　雄一郎,6.83,0.05,1.49.4
2024-03-01,24,大村,4,4,4,4456,鎌　倉　　　　涼,6.9,0.16,1.50.6
2024-03-01,24,大村,4,3,5,4615,板　倉　　敦　史,6.82,0.14,1.51.7
2024-03-01,24,大村,4,4,2,4892,柴　田　　直　哉,6.86,0.09,1.52.4
